0,4.2123022620000004e-07
1,4.2046173100000003e-07
2,4.2154125870000006e-07
3,4.206109669999999e-07
4,4.207400674999999e-07
5,4.1405914590000015e-07
6,4.196625484000001e-07
7,4.20809251e-07
8,4.2047662179999995e-07
9,4.2074830559999997e-07
10,4.2057783859999993e-07
11,4.2016918680000006e-07
12,4.2028715029999996e-07
13,4.191406656e-07
14,4.206796556000001e-07
15,4.216706246000001e-07
16,4.2068573900000015e-07
17,4.208678054e-07
18,4.2125398200000004e-07
19,4.2048239080000007e-07
20,4.2052686790000023e-07
21,4.210316541e-07
22,4.2041520790000007e-07
23,4.2093549440000006e-07
24,4.206473707999999e-07
25,4.199143623999999e-07
26,4.1956189519999996e-07
27,4.204332030000001e-07
28,4.202938407999998e-07
29,4.216604998e-07
30,4.199327004999998e-07
31,4.1972687620000005e-07
32,4.193981537000001e-07
33,4.1964195590000026e-07
34,4.196025001e-07
35,4.1956446709999995e-07
36,4.196525362999999e-07
37,4.202396656999999e-07
38,4.195718465e-07
39,4.203733660000001e-07
40,4.210093124e-07
41,4.187625680999999e-07
42,4.2008537359999997e-07
43,4.196644336999998e-07
44,4.193689528000001e-07
45,4.1959385890000017e-07
46,4.1962357960000014e-07
47,4.1989214549999993e-07
48,4.203231709999999e-07
49,4.1976495320000006e-07
50,4.208913926999998e-07
51,4.2023176110000006e-07
52,4.206795885000002e-07
53,4.203552340999999e-07
54,4.2126266040000005e-07
55,4.213339138e-07
56,4.206156609999997e-07
57,4.2110757389999996e-07
58,4.2002758589999994e-07
59,4.2089258710000015e-07
60,4.2079122050000024e-07
61,4.2050879269999995e-07
62,4.2078304879999994e-07
63,4.207053345000001e-07
64,4.2083915480000007e-07
65,4.2168538790000015e-07
66,4.2133111280000016e-07
67,4.218693890000001e-07
68,4.2180212429999997e-07
69,4.2198863519999984e-07
70,4.2227747230000005e-07
71,4.2151684220000005e-07
72,4.199453839000001e-07
73,4.209506954000001e-07
74,4.2170699489999997e-07
75,4.213272622000002e-07
76,4.209898896000001e-07
77,4.2098754329999995e-07
78,4.2133871139999984e-07
79,4.2164539070000007e-07
80,4.213204838000002e-07
81,4.222017688e-07
82,4.220587908000003e-07
83,4.221129419999999e-07
84,4.219491029e-07
85,4.224644171e-07
86,4.2268706090000005e-07
87,4.221475042e-07
88,4.2075558010000005e-07
89,4.2207537399999993e-07
90,4.2212484759999984e-07
91,4.2182572620000033e-07
92,4.2101172180000015e-07
93,4.217874290999999e-07
94,4.2119022709999997e-07
95,4.2210719919999995e-07
96,4.2179393210000006e-07
97,4.2218204750000005e-07
98,4.215274274e-07
99,4.220384033999999e-07
100,4.218670100000001e-07
101,4.2234222410000005e-07
102,4.2110099789999987e-07
103,4.2209811539999997e-07
104,4.206676239999998e-07
105,4.213293291e-07
106,4.219168954e-07
107,4.220016249999999e-07
108,4.2242684720000005e-07
109,4.221703222000001e-07
110,4.2182835980000016e-07
111,4.205377301000001e-07
112,4.2205748879999996e-07
113,4.215215238000003e-07
114,4.224429782000001e-07
115,4.213797077000001e-07
116,4.2094596230000015e-07
117,4.2245428549999996e-07
118,4.232395258999999e-07
119,4.2206108760000006e-07
120,4.226397007e-07
121,4.2197208929999977e-07
122,4.220300666999998e-07
123,4.2247784369999985e-07
124,4.221857374000001e-07
125,4.211168251999998e-07
126,4.220568727999998e-07
127,4.212773027999999e-07
128,4.224727347e-07
129,4.2162584429999986e-07
130,4.212458493000001e-07
131,4.2164288660000023e-07
132,4.222121991000001e-07
133,4.228594444999999e-07
134,4.221550591000001e-07
135,4.2225257250000013e-07
136,4.2253631789999993e-07
137,4.219507204000003e-07
138,4.224761708000001e-07
139,4.2124008439999995e-07
140,4.223958166999999e-07
141,4.2214361000000007e-07
142,4.2167240350000013e-07
143,4.229029460999999e-07
144,4.2285951560000013e-07
145,4.223357499e-07
146,4.218139185999999e-07
147,4.2221881420000006e-07
148,4.2215142899999995e-07
149,4.226989743999999e-07
150,4.2246500540000007e-07
151,4.2236784910000004e-07
152,4.231485634000001e-07
153,4.2238970379999985e-07
154,4.2198494040000003e-07
155,4.226772499999999e-07
156,4.2193113450000017e-07
157,4.232187968999999e-07
158,4.233229924000002e-07
159,4.2250736179999985e-07
160,4.237511486000002e-07
161,4.2321208160000004e-07
162,4.220468302e-07
163,4.222804948999999e-07
164,4.222462893e-07
165,4.2326144210000006e-07
166,4.2330131910000003e-07
167,4.230012602e-07
168,4.230220848999999e-07
169,4.231101897e-07
170,4.235373041999999e-07
171,4.2272059329999996e-07
172,4.2334471490000017e-07
173,4.222911353000001e-07
174,4.219187597999999e-07
175,4.2281141800000023e-07
176,4.239603518000001e-07
177,4.229715034000001e-07
178,4.221732836000001e-07
179,4.2243961569999983e-07
180,4.2429342109999993e-07
181,4.235674083999998e-07
182,4.230651023000001e-07
183,4.2329302899999984e-07
184,4.237290419000002e-07
185,4.2291455820000003e-07
186,4.2332313239999997e-07
187,4.232016338999999e-07
188,4.229910088e-07
189,4.2306486320000003e-07
190,4.233798532000001e-07
191,4.235459144000001e-07
192,4.239256070999999e-07
193,4.234631291000002e-07
194,4.2378914860000033e-07
195,4.238683334999999e-07
196,4.246799957999998e-07
197,4.239004357999999e-07
198,4.240703331e-07
199,4.236315556000001e-07
200,4.237216050999999e-07
201,4.238212895e-07
202,4.234723425e-07
203,4.2386288890000017e-07
204,4.2542969330000003e-07
205,4.2346317439999986e-07
206,4.245134830999998e-07
207,4.2396197370000015e-07
208,4.253291093e-07
209,4.239692241000002e-07
210,4.246578804e-07
211,4.245961049999999e-07
212,4.243358231999999e-07
213,4.238348075999999e-07
214,4.241115214e-07
215,4.241702179e-07
216,4.239613736e-07
217,4.242281303999997e-07
218,4.2423886970000006e-07
219,4.2445238079999993e-07
220,4.2477746179999993e-07
221,4.2486106049999983e-07
222,4.2489309380000005e-07
223,4.2517997960000026e-07
224,4.2585877970000025e-07
225,4.247709306000001e-07
226,4.2549521409999975e-07
227,4.2435485920000026e-07
228,4.2482463570000025e-07
229,4.240342491999999e-07
230,4.243617049000001e-07
231,4.2429972820000007e-07
232,4.236993622e-07
233,4.2374322639999994e-07
234,4.2392391239999993e-07
235,4.235254895000001e-07
236,4.2402334780000015e-07
237,4.243883396000002e-07
238,4.245642332999999e-07
239,4.2470370220000006e-07
240,4.244908002999998e-07
241,4.245260931000001e-07
242,4.2470615990000013e-07
243,4.24915721e-07
244,4.239989474000003e-07
245,4.235205103000001e-07
246,4.2375621419999973e-07
247,4.230792349e-07
248,4.247901193000001e-07
249,4.2382012350000007e-07
250,4.245954728999999e-07
251,4.2395635730000013e-07
252,4.2418725390000006e-07
253,4.245582101e-07
254,4.243070524999999e-07
255,4.2423230010000003e-07
